sim_code,step,sim_time,created,node_a,node_b,n_turns,description
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:38:20,Ayesha Khan,Eddy Lin,16,"conversing about Ayesha Khan and Eddy Lin discussing Ayesha's Valentine's Day party planning, incorporating the Fibonacci sequence in decorations and interactive art, while Eddy provides creative ideas and quotes related to nature and inspiration."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:38:40,Ayesha Khan,Eddy Lin,16,"conversing about Ayesha Khan and Eddy Lin discussing Ayesha's Valentine's Day party planning, incorporating the Fibonacci sequence in decorations and interactive art, while Eddy provides creative ideas and quotes related to nature and inspiration."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:39:20,Carlos Gomez,Rajiv Patel,16,"conversing about Rajiv Patel and Carlos Gomez discussing their collaboration on a Valentine's Day cocktail called 'Fibonacci Fizz' inspired by the Fibonacci sequence, and how Rajiv can incorporate this concept into his upcoming solo art show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:39:20,Adam Smith,Sam Moore,16,"conversing about Adam Smith and Sam Moore discussing a Valentine's Day party and art exhibition, focusing on incorporating local artists, interactive activities, and involving local schools to enhance community engagement."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:40:00,Mei Lin,Tom Moreno,16,"conversing about Mei Lin and Tom Moreno discussing preparations for the Valentine's Day event at The Willow Market, including decoration ideas and themes."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:41:40,Francisco Lopez,Jennifer Moore,9,conversing about Francisco Lopez and Jennifer Moore discussing plans for a Valentine's Day party and collaboration on an animation project.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:42:20,John Lin,Mei Lin,16,"conversing about John and Mei Lin discussing their plans for dinner, insights on mayoral candidates, Eddy's school project on music and emotions, and how to incorporate family activities related to music and ethics."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:42:50,John Lin,Mei Lin,16,"conversing about John and Mei Lin discussing their plans for dinner, insights on mayoral candidates, Eddy's school project on music and emotions, and how to incorporate family activities related to music and ethics."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:47:10,Abigail Chen,Rajiv Patel,13,"conversing about Rajiv Patel and Abigail Chen discussing their creative projects, with Rajiv focusing on a cocktail inspired by the Fibonacci sequence and Abigail incorporating interactive elements into her animation project related to local businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:48:00,Giorgio Rossi,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Giorgio Rossi discussing ideas for their Valentine's Day party decorations, music playlist, quotes, and themed treats inspired by the Fibonacci sequence."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:48:00,Ayesha Khan,Eddy Lin,16,"conversing about Ayesha Khan and Eddy Lin discussing Ayesha's Valentine's Day party planning, incorporating the Fibonacci sequence in decorations and interactive art, while Eddy provides creative ideas and quotes related to nature and inspiration."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:48:10,Ayesha Khan,Eddy Lin,16,"conversing about Ayesha Khan and Eddy Lin discussing Ayesha's Valentine's Day party planning, incorporating the Fibonacci sequence in decorations and interactive art, while Eddy provides creative ideas and quotes related to nature and inspiration."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:53:20,Giorgio Rossi,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Giorgio Rossi discussing ideas for their Valentine's Day party decorations, music playlist, quotes, and themed treats inspired by the Fibonacci sequence."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:56:20,Eddy Lin,Francisco Lopez,16,"conversing about Francisco Lopez and Eddy Lin discussing their respective creative projects, including Eddy's composition incorporating the Fibonacci sequence and Francisco's web series featuring a co-living space, while planning a collaborative Valentine's Day party with interactive music and decorations."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:56:20,John Lin,Mei Lin,16,"conversing about John and Mei Lin discussing their plans for dinner, insights on mayoral candidates, Eddy's school project on music and emotions, and how to incorporate family activities related to music and ethics."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:57:20,Ayesha Khan,Tom Moreno,15,"conversing about Ayesha Khan and Tom Moreno discussing Ayesha's party planning, incorporating the Fibonacci sequence into decorations and an art station, while sharing ideas and quotes related to nature and creativity."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:57:30,John Lin,Mei Lin,16,"conversing about John and Mei Lin discussing their plans for dinner, insights on mayoral candidates, Eddy's school project on music and emotions, and how to incorporate family activities related to music and ethics."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:57:50,Ayesha Khan,Tom Moreno,15,"conversing about Ayesha Khan and Tom Moreno discussing Ayesha's party planning, incorporating the Fibonacci sequence into decorations and an art station, while sharing ideas and quotes related to nature and creativity."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:59:20,Jane Moreno,John Lin,9,"conversing about Jane Moreno and John Lin discussing their dinner plans, local mayoral candidates, and agreeing to meet at a café to share insights after grocery shopping."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:59:30,Ayesha Khan,Tom Moreno,15,"conversing about Ayesha Khan and Tom Moreno discussing Ayesha's party planning, incorporating the Fibonacci sequence into decorations and an art station, while sharing ideas and quotes related to nature and creativity."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 12:59:50,Jane Moreno,John Lin,9,"conversing about Jane Moreno and John Lin discussing their dinner plans, local mayoral candidates, and agreeing to meet at a café to share insights after grocery shopping."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:00:20,Giorgio Rossi,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Giorgio Rossi discussing ideas for their Valentine's Day party decorations, music playlist, quotes, and themed treats inspired by the Fibonacci sequence."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:00:30,Ayesha Khan,Tom Moreno,15,"conversing about Ayesha Khan and Tom Moreno discussing Ayesha's party planning, incorporating the Fibonacci sequence into decorations and an art station, while sharing ideas and quotes related to nature and creativity."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:00:40,Ayesha Khan,Tom Moreno,15,"conversing about Ayesha Khan and Tom Moreno discussing Ayesha's party planning, incorporating the Fibonacci sequence into decorations and an art station, while sharing ideas and quotes related to nature and creativity."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:01:10,Giorgio Rossi,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Giorgio Rossi discussing ideas for their Valentine's Day party decorations, music playlist, quotes, and themed treats inspired by the Fibonacci sequence."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:01:20,Giorgio Rossi,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Giorgio Rossi discussing ideas for their Valentine's Day party decorations, music playlist, quotes, and themed treats inspired by the Fibonacci sequence."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:02:40,Hailey Johnson,Rajiv Patel,16,"conversing about Hailey Johnson's novel about a group of artists in a co-living space and Rajiv Patel's project inspired by the Fibonacci sequence, discussing their creative processes, potential collaborative ideas, and ways to engage their audiences interactively."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:05:20,Giorgio Rossi,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Giorgio Rossi discussing ideas for their Valentine's Day party decorations, music playlist, quotes, and themed treats inspired by the Fibonacci sequence."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:07:00,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing Maria Lopez's local election campaign events, brainstorming cocktail recipes with local flavors, food pairings, and strategies for engaging the audience during a cocktail demo, as well as promoting the event on social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:07:30,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing Maria Lopez's local election campaign events, brainstorming cocktail recipes with local flavors, food pairings, and strategies for engaging the audience during a cocktail demo, as well as promoting the event on social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:08:30,Ayesha Khan,Tom Moreno,15,"conversing about Ayesha Khan and Tom Moreno discussing Ayesha's party planning, incorporating the Fibonacci sequence into decorations and an art station, while sharing ideas and quotes related to nature and creativity."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:11:40,Jennifer Moore,John Lin,16,"conversing about John Lin and Jennifer Moore discussing local mayoral candidates' initiatives to support local businesses and planning community engagement events, including art workshops and exhibits."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:12:50,Jane Moreno,Klaus Mueller,15,"conversing about Klaus Mueller and Jane Moreno discussing dinner plans, community engagement events, and the possibility of hosting workshops on local social issues."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:13:20,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing Maria Lopez's local election campaign events, brainstorming cocktail recipes with local flavors, food pairings, and strategies for engaging the audience during a cocktail demo, as well as promoting the event on social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:13:30,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing Maria Lopez's local election campaign events, brainstorming cocktail recipes with local flavors, food pairings, and strategies for engaging the audience during a cocktail demo, as well as promoting the event on social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:20:30,Carlos Gomez,Sam Moore,16,"conversing about Carlos Gomez and Sam Moore discussing ideas for their Valentine's Day party decorations, incorporating the Fibonacci sequence, poetry, interactive elements, and live music."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:20:30,Jennifer Moore,John Lin,16,"conversing about John Lin and Jennifer Moore discussing local mayoral candidates' initiatives to support local businesses and planning community engagement events, including art workshops and exhibits."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:20:40,Jane Moreno,Klaus Mueller,15,"conversing about Klaus Mueller and Jane Moreno discussing dinner plans, community engagement events, and the possibility of hosting workshops on local social issues."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:21:30,Abigail Chen,Latoya Williams,16,"conversing about Latoya Williams and Abigail Chen discussing Abigail's interactive art tool for her animation project, featuring local businesses, storytelling techniques, and brainstorming ideas for their collaboration."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:21:30,Hailey Johnson,Rajiv Patel,16,"conversing about Hailey Johnson's novel about a group of artists in a co-living space and Rajiv Patel's project inspired by the Fibonacci sequence, discussing their creative processes, potential collaborative ideas, and ways to engage their audiences interactively."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:21:50,Abigail Chen,Latoya Williams,16,"conversing about Latoya Williams and Abigail Chen discussing Abigail's interactive art tool for her animation project, featuring local businesses, storytelling techniques, and brainstorming ideas for their collaboration."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:21:50,Hailey Johnson,Rajiv Patel,16,"conversing about Hailey Johnson's novel about a group of artists in a co-living space and Rajiv Patel's project inspired by the Fibonacci sequence, discussing their creative processes, potential collaborative ideas, and ways to engage their audiences interactively."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:26:30,Giorgio Rossi,Jane Moreno,6,"conversing about Giorgio Rossi and Jane Moreno discussing ideas for Valentine's Day decorations that incorporate mathematical patterns and local themes, and planning to meet on Wednesday at 5pm to brainstorm together."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:26:40,Jennifer Moore,John Lin,16,"conversing about John Lin and Jennifer Moore discussing local mayoral candidates' initiatives to support local businesses and planning community engagement events, including art workshops and exhibits."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:30:20,Carlos Gomez,Sam Moore,16,"conversing about Carlos Gomez and Sam Moore discussing ideas for their Valentine's Day party decorations, incorporating the Fibonacci sequence, poetry, interactive elements, and live music."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:30:50,Hailey Johnson,Rajiv Patel,16,"conversing about Hailey Johnson's novel about a group of artists in a co-living space and Rajiv Patel's project inspired by the Fibonacci sequence, discussing their creative processes, potential collaborative ideas, and ways to engage their audiences interactively."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:31:00,Hailey Johnson,Rajiv Patel,16,"conversing about Hailey Johnson's novel about a group of artists in a co-living space and Rajiv Patel's project inspired by the Fibonacci sequence, discussing their creative processes, potential collaborative ideas, and ways to engage their audiences interactively."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:31:00,Arthur Burton,Klaus Mueller,13,"conversing about Arthur Burton and Klaus Mueller discussing their respective community engagement initiatives, including cocktail ideas for an upcoming event and workshops focused on social issues like housing inequality and gentrification."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:31:10,Eddy Lin,Jennifer Moore,16,"conversing about Jennifer Moore and Eddy Lin collaborating on integrating art and music for an interactive Valentine's Day party, discussing ideas such as motion sensors, QR codes, quotes about art and love, a collaborative mural, and live painting."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:31:30,Arthur Burton,Klaus Mueller,13,"conversing about Arthur Burton and Klaus Mueller discussing their respective community engagement initiatives, including cocktail ideas for an upcoming event and workshops focused on social issues like housing inequality and gentrification."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:31:30,Giorgio Rossi,Jane Moreno,6,"conversing about Giorgio Rossi and Jane Moreno discussing ideas for Valentine's Day decorations that incorporate mathematical patterns and local themes, and planning to meet on Wednesday at 5pm to brainstorm together."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:32:20,Abigail Chen,Latoya Williams,16,"conversing about Latoya Williams and Abigail Chen discussing Abigail's interactive art tool for her animation project, featuring local businesses, storytelling techniques, and brainstorming ideas for their collaboration."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:32:20,Francisco Lopez,Hailey Johnson,16,"conversing about Hailey Johnson and Francisco Lopez collaborating on their creative projects, exploring themes of collaboration and artistic processes, and brainstorming ideas for scenes to intertwine their works."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:33:20,Jane Moreno,Mei Lin,10,"conversing about Mei Lin and Jane Moreno discussing their interest in community engagement events, specifically collaborating on workshops related to local social issues and ethics, while also planning to meet for a brainstorming session at their favorite café."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:33:20,Carlos Gomez,Sam Moore,16,"conversing about Carlos Gomez and Sam Moore discussing ideas for their Valentine's Day party decorations, incorporating the Fibonacci sequence, poetry, interactive elements, and live music."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:37:20,Eddy Lin,Jennifer Moore,16,"conversing about Jennifer Moore and Eddy Lin collaborating on integrating art and music for an interactive Valentine's Day party, discussing ideas such as motion sensors, QR codes, quotes about art and love, a collaborative mural, and live painting."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:37:50,Carlos Gomez,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Carlos Gomez discussing decorations, poetry themes, and interactive elements for their upcoming Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:38:20,Carlos Gomez,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Carlos Gomez discussing decorations, poetry themes, and interactive elements for their upcoming Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:38:40,Adam Smith,Giorgio Rossi,16,"conversing about Adam Smith and Giorgio Rossi discussing how creativity, particularly through mathematical patterns in art, can enhance community engagement and lead to a collaborative event that combines interactive art stations with discussions on local issues and entrepreneurship."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:38:40,Arthur Burton,Klaus Mueller,13,"conversing about Arthur Burton and Klaus Mueller discussing their respective community engagement initiatives, including cocktail ideas for an upcoming event and workshops focused on social issues like housing inequality and gentrification."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:38:50,Arthur Burton,Klaus Mueller,13,"conversing about Arthur Burton and Klaus Mueller discussing their respective community engagement initiatives, including cocktail ideas for an upcoming event and workshops focused on social issues like housing inequality and gentrification."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:39:10,Adam Smith,Giorgio Rossi,16,"conversing about Adam Smith and Giorgio Rossi discussing how creativity, particularly through mathematical patterns in art, can enhance community engagement and lead to a collaborative event that combines interactive art stations with discussions on local issues and entrepreneurship."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:43:30,Eddy Lin,Jennifer Moore,16,"conversing about Jennifer Moore and Eddy Lin collaborating on integrating art and music for an interactive Valentine's Day party, discussing ideas such as motion sensors, QR codes, quotes about art and love, a collaborative mural, and live painting."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:45:40,Carlos Gomez,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Carlos Gomez discussing decorations, poetry themes, and interactive elements for their upcoming Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:45:40,Mei Lin,Sam Moore,16,conversing about Sam Moore and Mei Lin discussing the planning and promotion of community engagement workshops focused on local social issues.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:46:00,Carlos Gomez,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Carlos Gomez discussing decorations, poetry themes, and interactive elements for their upcoming Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:46:00,Mei Lin,Sam Moore,16,conversing about Sam Moore and Mei Lin discussing the planning and promotion of community engagement workshops focused on local social issues.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:46:20,Adam Smith,Giorgio Rossi,16,"conversing about Adam Smith and Giorgio Rossi discussing how creativity, particularly through mathematical patterns in art, can enhance community engagement and lead to a collaborative event that combines interactive art stations with discussions on local issues and entrepreneurship."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:46:30,Carlos Gomez,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Carlos Gomez discussing decorations, poetry themes, and interactive elements for their upcoming Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:51:30,Carmen Ortiz,Yuriko Yamamoto,13,"conversing about Carmen Ortiz and Yuriko Yamamoto discussing the tax compliance project, deductions for local businesses, strategies for expanding an online shop, and planning to meet for coffee to exchange ideas and examples."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:53:20,Carlos Gomez,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Carlos Gomez discussing decorations, poetry themes, and interactive elements for their upcoming Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:53:20,Mei Lin,Sam Moore,16,conversing about Sam Moore and Mei Lin discussing the planning and promotion of community engagement workshops focused on local social issues.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:53:30,Mei Lin,Sam Moore,16,conversing about Sam Moore and Mei Lin discussing the planning and promotion of community engagement workshops focused on local social issues.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:53:50,Carlos Gomez,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Carlos Gomez discussing decorations, poetry themes, and interactive elements for their upcoming Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:54:20,Abigail Chen,Hailey Johnson,16,"conversing about Abigail Chen and Hailey Johnson discussing their creative projects, specifically Abigail's interactive art tool that incorporates local stories and businesses, and Hailey's novel about artists in a co-living space, while brainstorming collaboration ideas for a promotional campaign featuring local artists and businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:54:20,Eddy Lin,Jane Moreno,16,"conversing about Jane Moreno and Eddy Lin discussing Eddy's interactive Valentine's Day party project, including themes, quotes, and the involvement of local artists."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:56:20,Mei Lin,Sam Moore,16,conversing about Sam Moore and Mei Lin discussing the planning and promotion of community engagement workshops focused on local social issues.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 13:56:50,Mei Lin,Sam Moore,16,conversing about Sam Moore and Mei Lin discussing the planning and promotion of community engagement workshops focused on local social issues.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:00:30,Jennifer Moore,Rajiv Patel,16,"conversing about Jennifer Moore and Rajiv Patel discussing their collaboration for the Valentine's Day party, including incorporating music, art, audience participation, and quotes about art and love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:00:40,Abigail Chen,Hailey Johnson,16,"conversing about Abigail Chen and Hailey Johnson discussing their creative projects, specifically Abigail's interactive art tool that incorporates local stories and businesses, and Hailey's novel about artists in a co-living space, while brainstorming collaboration ideas for a promotional campaign featuring local artists and businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:01:20,Arthur Burton,Giorgio Rossi,16,"conversing about Giorgio Rossi and Arthur Burton discussing creative ideas for their Valentine's Day party, including mathematical patterns for decorations and cocktail garnishes, signature cocktails with romantic flavors, and the potential for incorporating community issues from local mayoral campaign events."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:02:10,Arthur Burton,Giorgio Rossi,16,"conversing about Giorgio Rossi and Arthur Burton discussing creative ideas for their Valentine's Day party, including mathematical patterns for decorations and cocktail garnishes, signature cocktails with romantic flavors, and the potential for incorporating community issues from local mayoral campaign events."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:06:20,Isabella Rodriguez,Sam Moore,16,"conversing about Isabella Rodriguez and Sam Moore discussing the final preparations for the Valentine's Day party, including live music, quotes from poets, and decorations."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:07:00,Isabella Rodriguez,Sam Moore,16,"conversing about Isabella Rodriguez and Sam Moore discussing the final preparations for the Valentine's Day party, including live music, quotes from poets, and decorations."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:07:20,Mei Lin,Yuriko Yamamoto,12,conversing about Mei Lin and Yuriko Yamamoto discussing collaboration on community engagement workshops that combine tax compliance strategies and ethical business practices for local businesses.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:09:00,Abigail Chen,Hailey Johnson,16,"conversing about Abigail Chen and Hailey Johnson discussing their creative projects, specifically Abigail's interactive art tool that incorporates local stories and businesses, and Hailey's novel about artists in a co-living space, while brainstorming collaboration ideas for a promotional campaign featuring local artists and businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:09:00,Jennifer Moore,Rajiv Patel,16,"conversing about Jennifer Moore and Rajiv Patel discussing their collaboration for the Valentine's Day party, including incorporating music, art, audience participation, and quotes about art and love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:09:10,Jennifer Moore,Rajiv Patel,16,"conversing about Jennifer Moore and Rajiv Patel discussing their collaboration for the Valentine's Day party, including incorporating music, art, audience participation, and quotes about art and love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:13:20,Hailey Johnson,Latoya Williams,16,"conversing about Hailey Johnson and Latoya Williams discussing their collaboration on a photography project that highlights local businesses and their stories, while planning a meeting to brainstorm ideas and gather insights."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:13:30,Jennifer Moore,Rajiv Patel,16,"conversing about Jennifer Moore and Rajiv Patel discussing their collaboration for the Valentine's Day party, including incorporating music, art, audience participation, and quotes about art and love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:13:40,Jennifer Moore,Rajiv Patel,16,"conversing about Jennifer Moore and Rajiv Patel discussing their collaboration for the Valentine's Day party, including incorporating music, art, audience participation, and quotes about art and love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:13:50,Hailey Johnson,Latoya Williams,16,"conversing about Hailey Johnson and Latoya Williams discussing their collaboration on a photography project that highlights local businesses and their stories, while planning a meeting to brainstorm ideas and gather insights."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:15:20,Hailey Johnson,Latoya Williams,16,"conversing about Hailey Johnson and Latoya Williams discussing their collaboration on a photography project that highlights local businesses and their stories, while planning a meeting to brainstorm ideas and gather insights."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:15:20,Jennifer Moore,Rajiv Patel,16,"conversing about Jennifer Moore and Rajiv Patel discussing their collaboration for the Valentine's Day party, including incorporating music, art, audience participation, and quotes about art and love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:16:20,Ayesha Khan,Klaus Mueller,16,"conversing about Ayesha Khan and Klaus Mueller discussing their gentrification paper, exploring connections between Shakespeare's themes and contemporary literature, planning to analyze specific texts, and strategizing how to present their findings with visual aids."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:18:40,Adam Smith,Ryan Park,16,"conversing about Adam Smith and Ryan Park discussing the development of an app focused on enhancing community engagement through features like local event integration, user-generated content, and promotional strategies."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:18:40,Arthur Burton,Giorgio Rossi,16,"conversing about Giorgio Rossi and Arthur Burton discussing creative ideas for their Valentine's Day party, including mathematical patterns for decorations and cocktail garnishes, signature cocktails with romantic flavors, and the potential for incorporating community issues from local mayoral campaign events."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:18:50,Arthur Burton,Giorgio Rossi,16,"conversing about Giorgio Rossi and Arthur Burton discussing creative ideas for their Valentine's Day party, including mathematical patterns for decorations and cocktail garnishes, signature cocktails with romantic flavors, and the potential for incorporating community issues from local mayoral campaign events."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:19:00,Adam Smith,Ryan Park,16,"conversing about Adam Smith and Ryan Park discussing the development of an app focused on enhancing community engagement through features like local event integration, user-generated content, and promotional strategies."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:20:40,Sam Moore,Yuriko Yamamoto,16,conversing about Yuriko Yamamoto and Sam Moore discussing the structure and promotion of community engagement workshops that blend tax compliance strategies with ethical business practices.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:21:20,Adam Smith,Ryan Park,16,"conversing about Adam Smith and Ryan Park discussing the development of an app focused on enhancing community engagement through features like local event integration, user-generated content, and promotional strategies."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:22:00,Adam Smith,Ryan Park,16,"conversing about Adam Smith and Ryan Park discussing the development of an app focused on enhancing community engagement through features like local event integration, user-generated content, and promotional strategies."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:22:20,Hailey Johnson,Latoya Williams,16,"conversing about Hailey Johnson and Latoya Williams discussing their collaboration on a photography project that highlights local businesses and their stories, while planning a meeting to brainstorm ideas and gather insights."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:22:20,Abigail Chen,Jennifer Moore,16,"conversing about Jennifer Moore and Abigail Chen discussing their upcoming collaborative mural and animation project that highlights local businesses and community stories, while incorporating themes of art, love, resilience, and creativity for an exhibition and a Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:22:20,Adam Smith,Ryan Park,16,"conversing about Adam Smith and Ryan Park discussing the development of an app focused on enhancing community engagement through features like local event integration, user-generated content, and promotional strategies."
